T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, savg
297, -0.829, -0.259, -0.202, 2.85, 0.508, 0.141, 0.358, 0.679, -0.049, 3.2, 1.5, 0.21, 54, 15, 7.6, -1.7, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.86, 0.506, 0.141, 0.411, 0.689, -0.0492, 3.2, 1.6, 0.16, 54, 4.1, 2.1, 0.068, 71, 42
297, -0.829, -0.259, -0.201, 2.85, 0.508, 0.142, 0.398, 0.676, -0.0493, 15, 7.7, 0.18, 2.6e+02, 7.8, 4.2, 0.28, 1.4e+02, 1.3e+02
297, -0.829, -0.259, 0, 2.85, 0.506, 0.143, 0.396, 0.676, -0.0493, 1.9, 0.81, 0.1, 29, 1.9, 0.8, 0.096, 29, 19
297, -0.844, -0.259, -0.202, 2.85, 0.528, 0.145, 0.441, 0.668, -0.0556, 14, 7.1, 0.9, 2.4e+02, 3.5, 1.7, 0.027, 59, 1e+02
297, -0.837, -0.261, -0.201, 2.85, 0.528, 0.145, 0.452, 0.688, -0.0491, 9.4, 5, 0.5, 1.7e+02, 15, 7.4, 1.9, 2.6e+02, 1.4e+02
297, -0.829, -0.259, -0.201, 2.84, 0.507, 0.143, 0.402, 0.675, -0.0493, 13, 6.2, 2.9, 2.2e+02, 15, 7.8, 0.008, 2.6e+02, 1.6e+02
297, -0.829, -0.259, -0.202, 2.85, 0.765, 0.142, 0.37, 0.675, -0.0493, 2, 0.99, 0.059, 35, 2.1, 0.99, 0.075, 35, 23
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0, 0.675, -0.0494, 15, 7.3, 2.2, 2.5e+02, 2.8, 1.3, 0.097, 46, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.5, 1.8, 2.6e+02, 3.2, 1.5, 0.057, 53, 1e+02
296, -0.829, -0.258, -0.201, 2.85, 0.506, 0.143, 0.379, 0.682, -0.049, 15, 7.3, -1.9, 2.5e+02, 12, 5.2, 2.9, 1.9e+02, 1.5e+02
297, -0.829, -0.258, -0.201, 2.88, 0.508, 0.14, 0.383, 0.671, -0.0492, 15, 7.7, 1.3, 2.6e+02, 4.2, 2.1, 0.33, 72, 1.1e+02
297, -0.837, -0.261, -0.202, 2.85, 0.509, 0.143, 0.418, 0.679, -0.05, 4, 2, 0.37, 68, 12, 6.4, -1.1, 2.2e+02, 95
297, -0.837, -0.26, -0.203, 2.85, 0.506, 0.142, 0.441, 0.675, -0.0497, 15, 7.6, 0.12, 2.6e+02, 15, 7.8, -0.45, 2.6e+02, 1.7e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 12, 6.1, 1.7, 2.1e+02, 4.5, 2.3, -0.058, 79, 96
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.8, -0.21, 2.7e+02, 3.2, 1.6, 0.2, 55, 1.1e+02
297, -0.829, -0.259, -0.203, 2.87, 0.507, 0.142, 0.4, 0.675, -0.0492, 15, 7.9, 0.26, 2.7e+02, 3.8, 1.9, 0.022, 66, 1.1e+02
297, -0.829, -0.259, -0.202, 2.86, 0.506, 0.142, 0.406, 0.675, -0.0492, 15, 7.6, 1.3, 2.6e+02, 7.3, 3.8, 0.57, 1.3e+02, 1.3e+02
297, -0.829, -0.258, -0.203, 2.85, 0.508, 0.142, 0.357, 0.669, -0.0491, 15, 7.7, -0.17, 2.6e+02, 15, 7.9, 0.94, 2.7e+02, 1.8e+02
297, -0.829, -0.258, -0.202, 2.86, 0.508, 0.144, 0.358, 0.68, -0.0494, 3.2, 1.6, 0.12, 55, 3.4, 1.7, 0.19, 58, 38
297, -0.837, -0.259, -0.201, 2.89, 0.507, 0.141, 0.407, 0.671, -0.0491, 15, 7.7, 1.7, 2.6e+02, 3, 1.5, 0.2, 51, 1.1e+02
297, -0.835, -0.259, -0.201, 2.88, 0.508, 0.135, 0.374, 0.686, -0.0491, 15, 7.3, -1.6, 2.5e+02, 5.8, 3, 0.35, 1e+02, 1.2e+02
297, -0.829, -0.259, -0.202, 2.86, 0.508, 0.141, 0.376, 0.673, -0.0492, 5.8, 3, -0.04, 1e+02, 15, 7.7, 0.97, 2.6e+02, 1.2e+02
297, -0.829, -0.258, -0.202, 2.87, 0.508, 0.141, 0.381, 0.679, -0.0491, 3.1, 1.5, 0.041, 52, 15, 7.5, 1.5, 2.6e+02, 1e+02
299, -0.829, -0.258, -0.203, 2.87, 0.508, 0.14, 0.371, 0.685, -0.0491, 2.7, 1.3, 0.1, 45, 2.8, 1.3, 0.15, 46, 30
297, -0.829, -0.258, -0.203, 2.87, 0.508, 0.14, 0.371, 0.685, -0.0491, 14, 6.5, 2.9, 2.3e+02, 15, 7.7, 0.72, 2.6e+02, 1.6e+02
297, -0.844, -0.259, -0.201, 2.84, 0.507, 0.143, 0.424, 0.682, -0.0797, 14, 6.9, 2.9, 2.4e+02, 15, 7.9, -0.57, 2.7e+02, 1.7e+02
297, -0.822, -0.258, -0.202, 2.85, 0.506, 0.142, 0.381, 0.679, -0.04, 15, 7.5, 2.6, 2.6e+02, 15, 7.8, -1.1, 2.6e+02, 1.8e+02
298, -0.829, -0.258, -0.201, 2.85, 0.507, 0.142, 0.382, 0.678, -0.0493, 15, 7.8, 0.51, 2.6e+02, 3, 1.5, 0.073, 52, 1.1e+02
297, -0.829, -0.257, -0.202, 2.87, 0.507, 0.143, 0.386, 0.671, 0.274, 15, 5.8, 0.67, 2.1e+02, 15, 6.6, -1.1, 2.3e+02, 1.5e+02
297, -0.828, -0.259, -0.201, 2.86, 0.506, 0.141, 0.374, 0.691, -0.049, 3.2, 1.5, 0.26, 52, 15, 7.6, -0.98, 2.6e+02, 1e+02
297, -0.839, -0.259, -0.4, 2.86, 0.508, 0.142, 0.373, 0.679, -0.0494, 15, 5.4, -0.68, 1.9e+02, 15, 5.4, 1, 2e+02, 1.3e+02
297, -0.829, -0.259, -0.202, 2.86, 0.507, 0.143, 0.383, 0.676, -0.0491, 15, 7.7, -0.93, 2.6e+02, 15, 7.4, 2.2, 2.6e+02, 1.7e+02
297, -0.829, -0.259, -0.203, 2.87, 0.509, 0.14, 0.363, 0.686, -0.0492, 11, 4.4, -2.8, 1.6e+02, 15, 7.8, 0.36, 2.7e+02, 1.4e+02
297, -0.826, -0.258, -0.202, 2.9, 0.509, 0.143, 0.376, 0.693, -0.0492, 15, 7.8, 0.52, 2.7e+02, 3.1, 1.5, 0.24, 52, 1.1e+02
297, -0.827, -0.259, -0.203, 2.85, 0.507, 0.14, 0.363, 0.687, -0.0493, 15, 7.2, 2, 2.5e+02, 15, 7.6, 1.6, 2.6e+02, 1.7e+02
297, -0.853, -0.261, -0.203, 2.87, 0.498, 0.14, 0.4, 0.698, -0.0582, 13, 5.9, 2.9, 2.1e+02, 15, 7.6, 1.2, 2.6e+02, 1.6e+02
297, -0.858, -0.261, -0.203, 2.86, 0.507, 0.143, 0.368, 0.684, -0.0537, 15, 7.6, -0.53, 2.6e+02, 15, 7.8, 1.4, 2.6e+02, 1.8e+02
297, -0.829, -0.259, -0.202, 2.86, 0.506, 0.141, 0.38, 0.675, -0.0493, 3.1, 1.5, 0.26, 53, 15, 7.7, -0.71, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.202, 2.86, 0.508, 0.141, 0.405, 0.675, -0.0493, 3.5, 1.7, 0.24, 60, 15, 7.8, 0.27, 2.7e+02, 1.1e+02
296, -0.829, -0.257, -0.202, 2.85, 0.507, 0.142, 0.396, 0.688, -0.0493, 15, 7.2, 2.4, 2.5e+02, 15, 7, 2.5, 2.5e+02, 1.7e+02
297, -0.829, -0.258, -0.201, 2.84, 0.507, 0.142, 0.41, 0.682, -0.049, 15, 7.8, 0.92, 2.7e+02, 15, 7.4, 2.2, 2.6e+02, 1.7e+02
297, -0.829, -0.258, -0.201, 2.87, 0.509, 0.14, 0.367, 0.69, -0.0491, 5.1, 2.6, 0.22, 90, 10, 5.2, 2, 1.8e+02, 90
297, -0.829, -0.259, -0.203, 2.87, 0.506, 0.143, 0.386, 0.677, -0.0492, 4.4, 2.2, 0.57, 76, 15, 7.8, -0.0095, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.202, 2.84, 0.508, 0.141, 0.403, 0.674, -0.0491, 15, 7.8, 1.2, 2.7e+02, 3.2, 1.6, 0.11, 55, 1.1e+02
297, -0.829, -0.259, -0.202, 2.87, 0.508, 0.141, 0.393, 0.675, -0.0494, 6.9, 3.4, 1.1, 1.2e+02, 12, 6.2, 0.95, 2.1e+02, 1.1e+02
297, -0.828, -0.261, -0.201, 2.85, 0.515, 0.144, 0.417, 0.703, -0.064, 15, 7.8, 0.45, 2.6e+02, 11, 5.7, 0.54, 1.9e+02, 1.5e+02
297, -0.82, -0.259, -0.203, 2.85, 0.533, 0.143, 0.385, 0.667, -0.0556, 4.4, 2.1, -0.21, 74, 9, 4.6, -0.45, 1.6e+02, 78
297, -0.83, -0.259, -0.201, 2.85, 0.507, 0.143, 0.397, 0.675, -0.0493, 12, 5, 2.8, 1.8e+02, 15, 7.9, 0.1, 2.7e+02, 1.5e+02
297, -0.829, -0.259, -0.202, 2.85, 0.507, 0.143, 0.399, 0.675, -0.0494, 7.6, 3.9, 0.87, 1.4e+02, 7.3, 3.9, -0.28, 1.3e+02, 89
297, -0.843, -0.26, -0.202, 2.87, 0.508, 0.142, 0.382, 0.673, -0.049, 15, 7.8, -0.093, 2.7e+02, 8.9, 4.6, 1.1, 1.6e+02, 1.4e+02
297, -0.825, -0.259, -0.201, 2.88, 0.508, 0.14, 0.371, 0.673, -0.0492, 15, 7.6, 1.3, 2.6e+02, 2.9, 1.4, 0.087, 50, 1e+02
297, -0.852, -0.261, -0.203, 2.85, 0.51, 0.141, 0.384, 0.7, -0.0646, 15, 7.4, 1.2, 2.5e+02, 15, 7.8, 0.39, 2.7e+02, 1.7e+02
297, -0.838, -0.261, -0.203, 2.85, 0.514, 0.141, 0.403, 0.68, -0.0513, 11, 4.7, 2.9, 1.7e+02, 15, 7.8, 0.39, 2.6e+02, 1.5e+02
297, -0.829, -0.259, -0.201, 2.85, 1.4, 0.142, 0.398, 0.675, -0.0494, 0.6, 0.32, 0.012, 12, 0.6, 0.33, 0.007, 12, 8
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.3, 1.7, 0.14, 57, 15, 7.8, 0.75, 2.7e+02, 1.1e+02
297, -0.826, -0.258, -0.201, 2.85, 0.507, 0.142, 0.401, 0.691, -0.0493, 3.3, 1.6, 0.11, 55, 15, 7.6, 0.31, 2.6e+02, 1e+02
297, -0.828, -0.259, -0.201, 2.85, 0.507, 0.142, 0.4, 0.677, -0.0493, 15, 7.3, 2.1, 2.5e+02, 15, 7.7, -0.39, 2.6e+02, 1.7e+02
298, -0.829, -0.258, -0.201, 2.88, 0.507, 0.141, 0.36, 0.689, 0.5, 2.8, 1.1, -0.038, 39, 3.6, 1.4, 0.068, 52, 30
297, -0.829, -0.259, -0.202, 2.87, 0.508, 0.14, 0.405, 0.677, -0.049, 15, 7.1, 2, 2.5e+02, 2.7, 1.3, 0.037, 44, 97
297, -0.834, -0.258, -0.203, 1.4, 0.532, 0.143, 0.396, 0.7, -0.046, 15, 4.5, 0.79, 1.7e+02, 15, 3.9, 0.62, 1.5e+02, 1.1e+02
297, -0.85, -0.262, -0.203, 2.85, 0.522, 0.145, 0.416, 0.668, -0.0571, 4.8, 2.5, -0.21, 85, 15, 7.5, 0.92, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.3, 1.6, 0.064, 56, 15, 7.2, 2.4, 2.5e+02, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 14, 6.9, 2.3, 2.4e+02, 15, 7.4, 2.1, 2.6e+02, 1.6e+02
297, -0.825, -0.259, -0.202, 2.85, 0.506, 0.143, 0.394, 0.675, -0.047, 12, 6.2, 1.6, 2.1e+02, 15, 7.8, 0.62, 2.6e+02, 1.6e+02
297, -0.845, -0.258, -0.201, 2.85, 0.506, 0.142, 0.426, 0.676, -0.0687, 3.1, 1.5, 0.086, 53, 15, 7.3, 2.3, 2.5e+02, 1e+02
297, -0.829, -0.259, -0.203, 2.87, 0.507, 0.141, 0.392, 0.688, -0.049, 15, 6.9, 2.8, 2.4e+02, 15, 7.7, 0.61, 2.6e+02, 1.7e+02
297, -0.829, -0.259, -0.203, 2.85, 0.508, 0.142, 0.395, 0.672, -0.0494, 4.1, 2, 0.23, 70, 15, 7.8, -0.53, 2.7e+02, 1.1e+02
297, -0.829, -0.259, -0.202, 2.86, 0.509, 0.142, 0.399, 0.675, -0.0493, 3.2, 1.5, 0.13, 54, 5.8, 3, -0.43, 1e+02, 52
297, -0.829, -0.259, -0.202, 2.86, 0.506, 0.142, 0.401, 0.675, -0.0492, 15, 7.3, 2.4, 2.6e+02, 3.3, 1.6, 0.2, 56, 1e+02
297, -0.842, -0.257, -0.202, 2.85, 0.497, 0.143, 0.439, 0.706, -0.0601, 15, 7.6, 1.1, 2.6e+02, 3, 1.4, 0.095, 50, 1e+02
298, -0.847, -0.259, -0.203, 2.85, 0.496, 0.144, 0.438, 0.686, -0.043, 11, 4.4, 2.8, 1.6e+02, 15, 7.9, -0.51, 2.7e+02, 1.4e+02
297, -0.829, -0.257, -0.201, 2.84, 0.507, 0.139, 0.368, 0.685, -0.0492, 14, 6.5, -2.8, 2.3e+02, 15, 7.6, 0.79, 2.6e+02, 1.6e+02
296, -0.829, -0.258, -0.202, 2.86, 0.508, 0.14, 0.375, 0.678, -0.0493, 4.4, 2.2, 0.097, 76, 15, 7.2, 1.8, 2.5e+02, 1.1e+02
297, -0.848, -0.259, -0.202, 2.85, 0.501, 0.145, 0.386, 0.699, -0.0622, 2.9, 1.4, 0.059, 48, 15, 7.7, -0.42, 2.6e+02, 1e+02
297, -0.844, -0.261, -0.202, 2.85, 0.54, 0.145, 0.433, 0.685, -0.0634, 3.3, 1.6, 0.07, 57, 12, 6.1, -1.8, 2.1e+02, 89
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7, 0.77, 2.4e+02, 6, 3.1, 0.35, 1.1e+02, 1.2e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.6, -0.48, 2.6e+02, 7.7, 4, 0.51, 1.4e+02, 1.3e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.6, -0.81, 2.6e+02, 2.6, 1.2, 0.082, 43, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.8, -0.71, 2.6e+02, 3.2, 1.6, 0.024, 55, 1.1e+02
297, -0.86, -0.258, -0.203, 2.85, 0.528, 0.142, 0.415, 0.687, -0.0443, 3.2, 1.5, 0.27, 53, 8.6, 4.4, -0.62, 1.5e+02, 68
297, -0.82, -0.261, -0.203, 2.85, 0.505, 0.145, 0.478, 0.691, -0.058, 15, 7.9, -0.3, 2.7e+02, 3.4, 1.7, 0.24, 58, 1.1e+02
297, -0.832, -0.258, -0.4, 2.87, 0.508, 0.142, 0.371, 0.686, -0.0491, 15, 5.6, -0.17, 2e+02, 12, 3.2, -2.8, 1.3e+02, 1.1e+02
297, -0.837, -0.258, -0.203, 2.87, 0.508, 0.137, 0.371, 0.685, -0.049, 15, 7.6, 1.7, 2.6e+02, 7.5, 3.9, 0.012, 1.3e+02, 1.3e+02
297, -0.848, -0.256, -0.203, 2.85, 0.535, 0.142, 0.431, 0.703, -0.0549, 15, 7.4, 1.1, 2.6e+02, 15, 7.7, 1.1, 2.6e+02, 1.7e+02
297, -0.838, -0.258, -0.203, 2.86, 0.503, 0.144, 0.396, 0.679, -0.0576, 15, 7.3, 2.3, 2.5e+02, 15, 7.2, 2, 2.5e+02, 1.7e+02
297, -0.837, -0.257, -0.203, 2.86, 0.508, 0.142, 0.385, 0.674, -0.049, 15, 7.9, -0.51, 2.7e+02, 13, 6.1, 2.9, 2.2e+02, 1.6e+02
297, -0.828, -0.259, -0.203, 2.86, 0.508, 0.135, 0.367, 0.676, -0.0491, 15, 7.7, 1.1, 2.6e+02, 15, 7.5, 2.3, 2.6e+02, 1.7e+02
297, -0.829, -0.258, -0.201, 2.85, 0.506, 0.143, 0.369, 0.676, -0.0493, 15, 6.7, -2.8, 2.4e+02, 15, 7.4, 1.9, 2.6e+02, 1.6e+02
297, -0.829, -0.259, -0.202, 2.85, 0.508, 0.139, 0.365, 0.687, -0.0494, 15, 7.4, 2.4, 2.6e+02, 15, 7.3, 1.5, 2.5e+02, 1.7e+02
297, -0.855, -0.258, -0.202, 2.85, 0.527, 0.145, 0.393, 0.691, -0.0627, 2.7, 1.3, 0.18, 44, 15, 7.7, -1.4, 2.6e+02, 1e+02
297, -0.825, -0.26, -0.204, 2.85, 0.521, 0.143, 0.388, 0.69, -0.0429, 4.2, 2.1, 0.14, 74, 15, 7.2, 2.5, 2.5e+02, 1.1e+02
297, -0.836, -0.26, -0.202, 2.86, 0, 0.143, 0.372, 0.687, -0.0499, 0.77, -0.38, 0.037, 6.4, 0.77, -0.38, 0.036, 6.4, 4.3
297, -0.819, -0.259, -0.203, 2.86, 0.505, 0.141, 0.355, 0.671, -0.0571, 15, 7.7, 1.4, 2.6e+02, 15, 7.8, 1.5, 2.7e+02, 1.8e+02
297, -0.832, -0.259, -0.202, 2.85, 0.505, 0.142, 0.442, 0.707, -0.0434, 12, 5.1, 2.9, 1.9e+02, 15, 7.8, 0.64, 2.7e+02, 1.5e+02
298, -0.832, -0.259, -0.203, 2.85, 0.54, 0.142, 0.412, 0.668, -0.0448, 2.8, 1.3, 0.21, 47, 3.5, 1.7, 0.079, 61, 36
298, -0.831, -0.26, -0.202, 2.85, 0.507, 0.143, 0.467, 0.689, -0.0507, 12, 5.8, 2.9, 2.1e+02, 15, 7.9, 1.4, 2.7e+02, 1.6e+02
297, -0.837, -0.261, -0.204, 2.85, 0.508, 0.146, 0.377, 0.67, -0.0506, 5, 2.5, 0.3, 87, 15, 7.8, 0.46, 2.7e+02, 1.2e+02
297, -0.845, -0.259, -0.202, 2.87, 0.537, 0.135, 0.469, 0.696, -0.0655, 5.3, 2.8, 0.0087, 94, 15, 7.7, 1.2, 2.6e+02, 1.2e+02
297, -0.846, -0.259, -0.202, 2.87, 0.498, 0.145, 0.47, 0.698, -0.0536, 15, 7.6, 1.5, 2.6e+02, 12, 5, 2.9, 1.8e+02, 1.5e+02
297, -1, -0.258, -0.203, 2.85, 0.507, 0.143, 0.452, 0.682, -0.0751, 15, 7, 0.34, 2.4e+02, 15, 7, 0.21, 2.4e+02, 1.6e+02
298, -0.85, -0.259, -0.204, 2.85, 0.537, 0.143, 0.382, 0.707, -0.0645, 2.5, 1.2, 0.083, 43, 3.2, 1.6, 0.021, 55, 33
297, -0.824, -0.261, -0.202, 2.85, 0.532, 0.144, 0.388, 0.681, -0.0484, 3.4, 1.7, 0.046, 57, 7.8, 3.7, -1.2, 1.3e+02, 62
297, -0.836, -0.259, -0.202, 2.85, 0.506, 0.143, 0.399, 0.676, -0.0876, 6.5, 3.2, 1.1, 1.1e+02, 15, 7.6, -1.3, 2.6e+02, 1.2e+02
297, -0.84, -0.259, -0.202, 2.85, 0.506, 0.143, 0.382, 0.672, -0.0373, 3, 1.4, 0.15, 50, 13, 5.5, 2.9, 2e+02, 84
297, -0.829, -0.259, -0.203, 2.84, 0.507, 0.141, 0.361, 0.686, -0.0491, 15, 7.7, 0.06, 2.6e+02, 12, 5.6, 2.9, 2e+02, 1.5e+02
297, -0.829, -0.259, -0.202, 2.86, 0.506, 0.141, 0.394, 0.672, -0.0495, 15, 7.4, 2.2, 2.6e+02, 3.2, 1.5, 0.074, 54, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.8, 0.8, 2.7e+02, 3.3, 1.6, 0.037, 57, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 14, 6.4, 2.9, 2.3e+02, 15, 7.8, 1.2, 2.7e+02, 1.6e+02
297, -0.829, -0.258, -0.202, 2.85, 0.507, 0.142, 0.397, 0.672, -0.0493, 3, 1.5, 0.11, 51, 15, 7.3, 2.5, 2.5e+02, 1e+02
297, -0.83, -0.258, -0.202, 2.85, 0.507, 0.142, 0.395, 0.67, -0.0491, 15, 7.8, 0.7, 2.7e+02, 3.1, 1.5, 0.055, 53, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.507, 0.142, 0.366, 0.672, -0.0491, 15, 7.7, 1.3, 2.6e+02, 3, 1.5, 0.075, 51, 1.1e+02
297, -0.829, -0.258, -0.201, 2.85, 0.507, 0.142, 0.349, 0.669, -0.0492, 15, 7, -2.5, 2.5e+02, 14, 6.8, 2.8, 2.4e+02, 1.6e+02
297, -0.831, -0.259, -0.202, 2.85, 0.505, 0.142, 0.387, 0.67, -0.0577, 15, 7.8, 0.81, 2.7e+02, 15, 7.8, 1.1, 2.7e+02, 1.8e+02
297, -0.818, -0.26, -0.201, 2.86, 0.505, 0.142, 0.352, 0.675, -0.051, 4.9, 2.5, 0.36, 87, 3.8, 1.9, 0.091, 66, 51
297, -0.829, -0.259, -0.202, 2.87, 0.508, 0.143, 0.402, 0, -0.0492, 15, 7.1, 0.99, 2.4e+02, 14, 6.3, -2.8, 2.3e+02, 1.6e+02
297, -0.829, -0.259, -0.201, 2.85, 0.508, 0.143, 0.396, 0.676, -0.0493, 15, 7.9, 0.83, 2.7e+02, 5.1, 2.6, 0.24, 90, 1.2e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 5.6, 2.8, 0.86, 96, 15, 7.7, 1.3, 2.6e+02, 1.2e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.1, 1.5, 0.09, 54, 15, 7.8, -0.47, 2.7e+02, 1.1e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 6.2, 3.2, 0.39, 1.1e+02, 15, 7.5, 1.9, 2.6e+02, 1.2e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 15, 7.4, 2.3, 2.6e+02, 15, 7, 2.5, 2.4e+02, 1.7e+02
297, -0.83, -0.259, -0.202, 2.85, 0.507, 0.142, 0.387, 0.672, -0.0494, 15, 7.9, 0.81, 2.7e+02, 9.9, 5, 1.5, 1.7e+02, 1.5e+02
297, -0.829, -0.258, -0.203, 2.85, 0.507, 0.142, 0.385, 0.674, -0.0491, 15, 7.8, 0.24, 2.7e+02, 2.8, 1.3, 0.22, 46, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 6.9, 3.5, -0.63, 1.2e+02, 15, 7.7, 1, 2.6e+02, 1.3e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 4.3, 2.1, 0.25, 74, 2, 0.89, -0.19, 32, 35
297, -0.841, -0.261, -0.202, 2.85, 0.523, 0.143, 0.438, 0.682, -0.0544, 5.8, 2.9, 0.19, 1e+02, 15, 7.6, 0.33, 2.6e+02, 1.2e+02
297, -0.835, -0.259, -0.203, 2.85, 0.509, 0.144, 0.421, 0.668, -0.0686, 15, 7.4, 2.1, 2.6e+02, 3.6, 1.8, 0.084, 62, 1.1e+02
297, -0.852, -0.261, -0.202, 2.85, 0.518, 0.143, 0.465, 0.706, -0.063, 15, 7.7, 1.1, 2.6e+02, 3, 1.5, 0.14, 51, 1e+02
297, -0.861, -0.26, -0.202, 2.85, 0.496, 0.145, 0.431, 0.706, -0.0586, 14, 6.7, 2.9, 2.4e+02, 15, 7.6, 1.2, 2.6e+02, 1.7e+02
297, -0.83, -0.259, -0.201, 2.84, 0.508, 0.142, 0.373, 0.674, -0.051, 14, 6.7, 2.9, 2.4e+02, 15, 7.8, 0.81, 2.6e+02, 1.7e+02
297, -0.831, -0.259, -0.201, 2.86, 0.509, 0.143, 0.373, 0.678, -0.0515, 3.1, 1.5, 0.12, 53, 15, 7.8, 0.6, 2.7e+02, 1.1e+02
297, -1, -0.259, -0.202, 2.85, 0.525, 0.142, 0.456, 0.7, -0.0601, 15, 6.3, 2.4, 2.2e+02, 15, 6.1, 2.9, 2.2e+02, 1.5e+02
297, -0.859, -0.259, -0.203, 2.85, 0.519, 0.144, 0.456, 0.69, -0.0459, 15, 7.7, -0.53, 2.6e+02, 11, 4.7, 2.9, 1.7e+02, 1.4e+02
298, -0.829, -0.259, -0.201, 2.87, 0.508, 0.14, 0.365, 0.69, -0.0494, 3.7, 1.9, 0.086, 65, 3, 1.5, -0.011, 52, 39
297, -0.829, -0.257, -0.201, 2.88, 0.508, 0.142, 0.367, 0.673, -0.0491, 15, 7.4, -0.88, 2.5e+02, 12, 5.2, 2.8, 1.9e+02, 1.5e+02
297, -0.84, -0.26, -0.203, 2.86, 0.503, 0.141, 0.353, 0.695, -0.0609, 15, 7.8, 0.0039, 2.6e+02, 15, 7.7, 1.1, 2.6e+02, 1.8e+02
297, -0.824, -0.4, -0.203, 2.85, 0.518, 0.14, 0.402, 0.697, -0.0622, 1.9, 0.85, 0.012, 30, 2, 0.85, 0.096, 30, 20
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 1, 0.675, -0.0494, 15, 7.9, -0.17, 2.7e+02, 4.7, 2.4, 0.11, 82, 1.2e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.8, -0.36, 2.6e+02, 4.9, 2.5, 0.45, 85, 1.2e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 13, 5.4, -2.8, 1.9e+02, 15, 7.8, 1.3, 2.7e+02, 1.5e+02
297, -0.852, -0.261, -0.4, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 15, 4.9, 1.4, 1.8e+02, 15, 5.5, 0.27, 2e+02, 1.3e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.7, 1.2, 2.6e+02, 3, 1.5, 0.082, 52, 1.1e+02
297, -0.829, -0.259, -0.202, 2.85, 0.507, 0.142, 0.383, 0.674, -0.0493, 15, 7.4, 1.9, 2.5e+02, 3.2, 1.6, 0.046, 54, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.507, 0.141, 0.382, 0.675, -0.0493, 6, 3.1, -0.15, 1.1e+02, 3.8, 1.9, 0.39, 65, 57
297, -0.834, -0.259, -0.203, 2.85, 0.498, 0.144, 0.445, 0.673, -0.0476, 15, 7.4, 1.5, 2.5e+02, 15, 7.5, 1.5, 2.6e+02, 1.7e+02
297, -0.856, -0.259, -0.203, 2.89, 0.521, 0.144, 0.456, 0.67, -0.0655, 9.3, 4.8, 1.1, 1.6e+02, 15, 7.8, 0.07, 2.6e+02, 1.4e+02
298, -0.832, -0.258, -0.204, 2.85, 0.528, 0.143, 0.4, 0.686, -0.0559, 3, 1.5, 0.055, 50, 6, 3.1, 0.25, 1.1e+02, 52
